Campaign	Weekday (group)	Attribution Created On	Created On	Date	Device Created On	Device Id	Device Type	Item Id	Name	Operating System	Sale Id	User Created On	Amount	Max Of Weekday	Min of Weekday	Number of Records	Weekday
XUL7TT	Saturday	11-05-15 6:22	19-02-17 12:38	19-Feb-17	11-10-14 5:50	3862	iOS	137	gxmjnsn	iOS 7	13757	17-04-15 8:48	412.8647533	6	6	1	6
XUL7TT	Saturday	11-05-15 6:22	19-02-17 12:38	19-Feb-17	11-10-14 5:50	3862	iOS	140	gxmjnsn	iOS 7	13757	17-04-15 8:48	412.8647533	6	6	1	6
XUL7TT	Saturday	03-09-15 17:00	29-05-16 10:13	29-May-16	03-09-15 17:00	2058	iOS	172	dvoghai	iOS 7	5423	04-09-15 0:55	381.6233672	6	6	1	6
XUL7TT	Saturday	30-11-16 9:06	11-09-16 2:33	11-Sep-16	30-11-16 9:07	1742	iOS	177	bmjjhsq	iOS 7	8024	12-05-15 12:40	748.0963096	6	6	1	6
XUL7TT	Saturday	30-11-16 9:06	11-09-16 2:33	11-Sep-16	30-11-16 9:07	1742	iOS	177	nlxsexx	iOS 7	8024	30-11-16 16:35	748.0963096	6	6	1	6
XUL7TT	Saturday	11-05-15 6:22	13-12-15 3:52	13-Dec-15	11-10-14 5:50	3862	iOS	189	vmdtygl	iOS 7	2727	11-10-14 9:13	75.73892454	6	6	1	6
XUL7TT	Saturday	30-11-16 9:06	25-12-16 10:44	25-Dec-16	30-11-16 9:07	1742	iOS	191	bmjjhsq	iOS 7	11451	12-05-15 12:40	1179.406895	6	6	1	6
XUL7TT	Saturday	30-11-16 9:06	25-12-16 10:44	25-Dec-16	30-11-16 9:07	1742	iOS	191	nlxsexx	iOS 7	11451	30-11-16 16:35	1179.406895	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	18-12-16 15:58	18-Dec-16	20-12-15 8:35	1586	iOS	5	klllewv	iOS 8	11199	20-12-15 9:53	1113.581031	6	6	1	6
D8IC8B	Saturday	28-09-15 9:03	30-10-16 6:25	30-Oct-16	28-09-15 9:04	3864	iOS	10	acyrnbn	iOS 8	9510	29-09-15 1:05	255.3853607	6	6	1	6
D8IC8B	Saturday	28-09-15 9:03	30-10-16 6:25	30-Oct-16	28-09-15 9:04	3864	iOS	12	acyrnbn	iOS 8	9510	29-09-15 1:05	255.3853607	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	25-12-16 7:51	25-Dec-16	20-12-15 8:35	1586	iOS	31	klllewv	iOS 8	11450	20-12-15 9:53	1067.67749	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	10-07-16 10:27	10-Jul-16	20-12-15 8:35	1586	iOS	56	klllewv	iOS 8	6414	20-12-15 9:53	1005.373924	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	27-12-15 4:59	27-Dec-15	20-12-15 8:35	1586	iOS	62	klllewv	iOS 8	2889	20-12-15 9:53	1065.357994	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	27-12-15 4:59	27-Dec-15	20-12-15 8:35	1586	iOS	65	klllewv	iOS 8	2889	20-12-15 9:53	1065.357994	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	25-12-16 7:51	25-Dec-16	20-12-15 8:35	1586	iOS	66	klllewv	iOS 8	11450	20-12-15 9:53	1067.67749	6	6	1	6
D8IC8B	Saturday	26-03-15 9:25	03-04-16 9:04	03-Apr-16	26-03-15 9:25	177	iOS	71	jdayvwr	iOS 8	4354	26-03-15 10:10	496.3411307	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	19-06-16 8:23	19-Jun-16	20-12-15 8:35	1586	iOS	77	klllewv	iOS 8	5918	20-12-15 9:53	1042.452394	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	25-12-16 7:51	25-Dec-16	20-12-15 8:35	1586	iOS	79	klllewv	iOS 8	11450	20-12-15 9:53	1067.67749	6	6	1	6
D8IC8B	Saturday	26-03-15 9:25	05-07-15 4:36	05-Jul-15	26-03-15 9:25	177	iOS	86	jdayvwr	iOS 8	1357	26-03-15 10:10	452.0562533	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	17-04-16 6:55	17-Apr-16	20-12-15 8:35	1586	iOS	91	klllewv	iOS 8	4612	20-12-15 9:53	1044.652344	6	6	1	6
D8IC8B	Saturday	26-03-15 9:25	05-07-15 4:36	05-Jul-15	26-03-15 9:25	177	iOS	94	jdayvwr	iOS 8	1357	26-03-15 10:10	452.0562533	6	6	1	6
D8IC8B	Saturday	26-03-15 9:25	05-07-15 4:36	05-Jul-15	26-03-15 9:25	177	iOS	98	jdayvwr	iOS 8	1357	26-03-15 10:10	452.0562533	6	6	1	6
D8IC8B	Saturday	26-03-15 9:25	05-07-15 4:36	05-Jul-15	26-03-15 9:25	177	iOS	101	jdayvwr	iOS 8	1357	26-03-15 10:10	452.0562533	6	6	1	6
D8IC8B	Saturday	26-03-15 9:25	05-07-15 4:36	05-Jul-15	26-03-15 9:25	177	iOS	103	jdayvwr	iOS 8	1357	26-03-15 10:10	452.0562533	6	6	1	6
D8IC8B	Saturday	26-03-15 9:25	05-07-15 4:36	05-Jul-15	26-03-15 9:25	177	iOS	103	jdayvwr	iOS 8	1357	26-03-15 10:10	452.0562533	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	06-11-16 0:24	06-Nov-16	20-12-15 8:35	1586	iOS	103	klllewv	iOS 8	9702	20-12-15 9:53	1101.742014	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	17-04-16 6:55	17-Apr-16	20-12-15 8:35	1586	iOS	105	klllewv	iOS 8	4612	20-12-15 9:53	1044.652344	6	6	1	6
D8IC8B	Saturday	26-03-15 9:25	05-07-15 4:36	05-Jul-15	26-03-15 9:25	177	iOS	131	jdayvwr	iOS 8	1357	26-03-15 10:10	452.0562533	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	17-04-16 6:55	17-Apr-16	20-12-15 8:35	1586	iOS	139	klllewv	iOS 8	4612	20-12-15 9:53	1044.652344	6	6	1	6
D8IC8B	Saturday	26-03-15 9:25	05-07-15 4:36	05-Jul-15	26-03-15 9:25	177	iOS	151	jdayvwr	iOS 8	1357	26-03-15 10:10	452.0562533	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	27-12-15 4:59	27-Dec-15	20-12-15 8:35	1586	iOS	151	klllewv	iOS 8	2889	20-12-15 9:53	1065.357994	6	6	1	6
D8IC8B	Saturday	26-03-15 9:25	18-09-16 7:24	18-Sep-16	26-03-15 9:25	177	iOS	160	jdayvwr	iOS 8	8216	26-03-15 10:10	490.281297	6	6	1	6
D8IC8B	Saturday	26-03-15 9:25	05-07-15 4:36	05-Jul-15	26-03-15 9:25	177	iOS	163	jdayvwr	iOS 8	1357	26-03-15 10:10	452.0562533	6	6	1	6
D8IC8B	Saturday	20-12-15 8:35	20-03-16 0:29	20-Mar-16	20-12-15 8:35	1586	iOS	165	klllewv	iOS 8	4114	20-12-15 9:53	1057.446313	6	6	1	6
DMWLE1	Saturday	31-05-15 12:05	26-02-17 16:07	26-Feb-17	24-11-16 8:13	1861	iOS	1	uegmprw	iOS 8	14018	24-11-16 13:07	791.7825091	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	06-11-16 20:33	06-Nov-16	22-06-15 21:35	972	iOS	12	hkxioet	iOS 8	9700	22-06-15 22:36	532.4579169	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	06-11-16 20:33	06-Nov-16	22-06-15 21:35	972	iOS	12	jrmcgti	iOS 8	9700	15-07-16 15:47	532.4579169	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	19-06-16 10:31	19-Jun-16	22-06-15 21:35	972	iOS	23	hkxioet	iOS 8	5915	22-06-15 22:36	599.3323104	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	19-06-16 10:31	19-Jun-16	22-06-15 21:35	972	iOS	23	jrmcgti	iOS 8	5915	15-07-16 15:47	599.3323104	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	19-06-16 10:31	19-Jun-16	22-06-15 21:35	972	iOS	24	hkxioet	iOS 8	5915	22-06-15 22:36	599.3323104	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	19-06-16 10:31	19-Jun-16	22-06-15 21:35	972	iOS	24	jrmcgti	iOS 8	5915	15-07-16 15:47	599.3323104	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-04-16 8:36	03-Apr-16	22-06-15 21:35	972	iOS	29	hkxioet	iOS 8	4359	22-06-15 22:36	451.7145493	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-04-16 8:36	03-Apr-16	22-06-15 21:35	972	iOS	29	jrmcgti	iOS 8	4359	15-07-16 15:47	451.7145493	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-04-16 8:36	03-Apr-16	22-06-15 21:35	972	iOS	31	hkxioet	iOS 8	4359	22-06-15 22:36	451.7145493	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-04-16 8:36	03-Apr-16	22-06-15 21:35	972	iOS	31	jrmcgti	iOS 8	4359	15-07-16 15:47	451.7145493	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	06-11-16 20:33	06-Nov-16	22-06-15 21:35	972	iOS	35	hkxioet	iOS 8	9700	22-06-15 22:36	532.4579169	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	06-11-16 20:33	06-Nov-16	22-06-15 21:35	972	iOS	35	jrmcgti	iOS 8	9700	15-07-16 15:47	532.4579169	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	11-12-16 15:49	11-Dec-16	22-06-15 21:35	972	iOS	37	hkxioet	iOS 8	10946	22-06-15 22:36	537.5855497	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	11-12-16 15:49	11-Dec-16	22-06-15 21:35	972	iOS	37	jrmcgti	iOS 8	10946	15-07-16 15:47	537.5855497	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	43	hgcuesc	iOS 8	83	15-11-13 5:18	1570.815965	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	43	hzhjwmg	iOS 8	83	03-07-16 1:47	1570.815965	6	6	1	6
DMWLE1	Saturday	31-05-15 12:05	26-02-17 16:07	26-Feb-17	24-11-16 8:13	1861	iOS	53	uegmprw	iOS 8	14018	24-11-16 13:07	791.7825091	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-04-16 8:36	03-Apr-16	22-06-15 21:35	972	iOS	56	hkxioet	iOS 8	4359	22-06-15 22:36	451.7145493	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-04-16 8:36	03-Apr-16	22-06-15 21:35	972	iOS	56	jrmcgti	iOS 8	4359	15-07-16 15:47	451.7145493	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	11-12-16 15:49	11-Dec-16	22-06-15 21:35	972	iOS	59	hkxioet	iOS 8	10946	22-06-15 22:36	537.5855497	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	11-12-16 15:49	11-Dec-16	22-06-15 21:35	972	iOS	59	jrmcgti	iOS 8	10946	15-07-16 15:47	537.5855497	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-04-16 8:36	03-Apr-16	22-06-15 21:35	972	iOS	74	hkxioet	iOS 8	4359	22-06-15 22:36	451.7145493	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-04-16 8:36	03-Apr-16	22-06-15 21:35	972	iOS	74	jrmcgti	iOS 8	4359	15-07-16 15:47	451.7145493	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-04-16 8:36	03-Apr-16	22-06-15 21:35	972	iOS	75	hkxioet	iOS 8	4359	22-06-15 22:36	451.7145493	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-04-16 8:36	03-Apr-16	22-06-15 21:35	972	iOS	75	jrmcgti	iOS 8	4359	15-07-16 15:47	451.7145493	6	6	1	6
DMWLE1	Saturday	31-05-15 12:05	18-12-16 6:16	18-Dec-16	24-11-16 8:13	1861	iOS	80	uegmprw	iOS 8	11202	24-11-16 13:07	1002.038025	6	6	1	6
DMWLE1	Saturday	31-05-15 12:05	18-12-16 6:16	18-Dec-16	24-11-16 8:13	1861	iOS	82	uegmprw	iOS 8	11202	24-11-16 13:07	1002.038025	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	87	hgcuesc	iOS 8	83	15-11-13 5:18	1570.815965	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	87	hzhjwmg	iOS 8	83	03-07-16 1:47	1570.815965	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-07-16 10:26	03-Jul-16	22-06-15 21:35	972	iOS	87	hkxioet	iOS 8	6240	22-06-15 22:36	574.7075102	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	03-07-16 10:26	03-Jul-16	22-06-15 21:35	972	iOS	87	jrmcgti	iOS 8	6240	15-07-16 15:47	574.7075102	6	6	1	6
DMWLE1	Saturday	31-05-15 12:05	18-12-16 6:16	18-Dec-16	24-11-16 8:13	1861	iOS	91	uegmprw	iOS 8	11202	24-11-16 13:07	1002.038025	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	14-02-16 2:55	14-Feb-16	22-06-15 21:35	972	iOS	102	hkxioet	iOS 8	3556	22-06-15 22:36	548.2409469	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	14-02-16 2:55	14-Feb-16	22-06-15 21:35	972	iOS	102	jrmcgti	iOS 8	3556	15-07-16 15:47	548.2409469	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	104	hgcuesc	iOS 8	83	15-11-13 5:18	1570.815965	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	104	hzhjwmg	iOS 8	83	03-07-16 1:47	1570.815965	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	111	hgcuesc	iOS 8	83	15-11-13 5:18	1570.815965	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	111	hzhjwmg	iOS 8	83	03-07-16 1:47	1570.815965	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	146	hgcuesc	iOS 8	83	15-11-13 5:18	1570.815965	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	146	hzhjwmg	iOS 8	83	03-07-16 1:47	1570.815965	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	09-08-15 17:29	09-Aug-15	22-06-15 21:35	972	iOS	150	hkxioet	iOS 8	1614	22-06-15 22:36	519.6295649	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	09-08-15 17:29	09-Aug-15	22-06-15 21:35	972	iOS	150	jrmcgti	iOS 8	1614	15-07-16 15:47	519.6295649	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	21-02-16 6:23	21-Feb-16	02-07-16 12:11	3581	iOS	158	hgcuesc	iOS 8	3691	15-11-13 5:18	1570.116564	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	21-02-16 6:23	21-Feb-16	02-07-16 12:11	3581	iOS	158	hzhjwmg	iOS 8	3691	03-07-16 1:47	1570.116564	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	18-10-15 23:54	18-Oct-15	22-06-15 21:35	972	iOS	162	hkxioet	iOS 8	2178	22-06-15 22:36	444.5195649	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	18-10-15 23:54	18-Oct-15	22-06-15 21:35	972	iOS	162	jrmcgti	iOS 8	2178	15-07-16 15:47	444.5195649	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	172	hgcuesc	iOS 8	83	15-11-13 5:18	1570.815965	6	6	1	6
DMWLE1	Saturday	02-07-16 12:11	04-05-14 10:07	04-May-14	02-07-16 12:11	3581	iOS	172	hzhjwmg	iOS 8	83	03-07-16 1:47	1570.815965	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	18-10-15 23:54	18-Oct-15	22-06-15 21:35	972	iOS	183	hkxioet	iOS 8	2178	22-06-15 22:36	444.5195649	6	6	1	6
DMWLE1	Saturday	21-12-14 8:32	18-10-15 23:54	18-Oct-15	22-06-15 21:35	972	iOS	183	jrmcgti	iOS 8	2178	15-07-16 15:47	444.5195649	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	25-09-16 4:44	25-Sep-16	11-09-16 1:00	3458	iOS	14	gqjxizq	iOS 8	8432	11-09-16 1:59	347.8386405	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	25-09-16 4:44	25-Sep-16	11-09-16 1:00	3458	iOS	14	gqjxizq	iOS 8	8432	11-09-16 1:59	347.8386405	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	25-09-16 4:44	25-Sep-16	11-09-16 1:00	3458	iOS	14	btrecvx	iOS 8	8432	27-10-16 13:14	347.8386405	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	25-09-16 4:44	25-Sep-16	11-09-16 1:00	3458	iOS	14	btrecvx	iOS 8	8432	27-10-16 13:14	347.8386405	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	15-01-17 6:10	15-Jan-17	11-09-16 1:00	3458	iOS	56	gqjxizq	iOS 8	12301	11-09-16 1:59	341.6520637	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	15-01-17 6:10	15-Jan-17	11-09-16 1:00	3458	iOS	56	btrecvx	iOS 8	12301	27-10-16 13:14	341.6520637	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	15-01-17 6:10	15-Jan-17	11-09-16 1:00	3458	iOS	94	gqjxizq	iOS 8	12301	11-09-16 1:59	341.6520637	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	15-01-17 6:10	15-Jan-17	11-09-16 1:00	3458	iOS	94	btrecvx	iOS 8	12301	27-10-16 13:14	341.6520637	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	12-02-17 11:26	12-Feb-17	11-09-16 1:00	3458	iOS	98	gqjxizq	iOS 8	13431	11-09-16 1:59	388.3606589	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	12-02-17 11:26	12-Feb-17	11-09-16 1:00	3458	iOS	98	btrecvx	iOS 8	13431	27-10-16 13:14	388.3606589	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	12-02-17 11:26	12-Feb-17	11-09-16 1:00	3458	iOS	130	gqjxizq	iOS 8	13431	11-09-16 1:59	388.3606589	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	12-02-17 11:26	12-Feb-17	11-09-16 1:00	3458	iOS	130	btrecvx	iOS 8	13431	27-10-16 13:14	388.3606589	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	29-01-17 5:51	29-Jan-17	11-09-16 1:00	3458	iOS	179	gqjxizq	iOS 8	12852	11-09-16 1:59	336.5053671	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	29-01-17 5:51	29-Jan-17	11-09-16 1:00	3458	iOS	179	btrecvx	iOS 8	12852	27-10-16 13:14	336.5053671	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	29-01-17 5:51	29-Jan-17	11-09-16 1:00	3458	iOS	199	gqjxizq	iOS 8	12852	11-09-16 1:59	336.5053671	6	6	1	6
WL07ZB	Saturday	11-09-16 1:00	29-01-17 5:51	29-Jan-17	11-09-16 1:00	3458	iOS	199	btrecvx	iOS 8	12852	27-10-16 13:14	336.5053671	6	6	1	6
XUL7TT	Saturday	19-11-16 8:46	26-07-15 1:31	26-Jul-15	29-06-16 5:13	4362	iOS	79	odlxtfn	iOS 8	1513	02-12-14 9:40	1225.389853	6	6	1	6
XUL7TT	Saturday	19-11-16 8:46	26-07-15 1:31	26-Jul-15	29-06-16 5:13	4362	iOS	79	bpaeobq	iOS 8	1513	29-06-16 17:18	1225.389853	6	6	1	6
XUL7TT	Saturday	19-11-16 8:46	26-07-15 1:31	26-Jul-15	29-06-16 5:13	4362	iOS	79	oyxbnxd	iOS 8	1513	22-08-16 14:55	1225.389853	6	6	1	6
XUL7TT	Saturday	19-11-16 8:46	04-09-16 20:01	04-Sep-16	29-06-16 5:13	4362	iOS	113	odlxtfn	iOS 8	7832	02-12-14 9:40	530.7494744	6	6	1	6
XUL7TT	Saturday	19-11-16 8:46	04-09-16 20:01	04-Sep-16	29-06-16 5:13	4362	iOS	113	bpaeobq	iOS 8	7832	29-06-16 17:18	530.7494744	6	6	1	6
XUL7TT	Saturday	19-11-16 8:46	04-09-16 20:01	04-Sep-16	29-06-16 5:13	4362	iOS	113	oyxbnxd	iOS 8	7832	22-08-16 14:55	530.7494744	6	6	1	6
XUL7TT	Saturday	19-11-16 8:46	04-09-16 20:01	04-Sep-16	29-06-16 5:13	4362	iOS	114	odlxtfn	iOS 8	7832	02-12-14 9:40	530.7494744	6	6	1	6
XUL7TT	Saturday	19-11-16 8:46	04-09-16 20:01	04-Sep-16	29-06-16 5:13	4362	iOS	114	bpaeobq	iOS 8	7832	29-06-16 17:18	530.7494744	6	6	1	6
XUL7TT	Saturday	19-11-16 8:46	04-09-16 20:01	04-Sep-16	29-06-16 5:13	4362	iOS	114	oyxbnxd	iOS 8	7832	22-08-16 14:55	530.7494744	6	6	1	6
XUL7TT	Friday	28-06-16 5:18	19-11-16 15:32	19-Nov-16	28-06-16 5:18	2799	ActivehoursOS	45	osgcoun	BestOSEver!	10161	28-06-16 13:32	830.7147011	5	5	1	5
XUL7TT	Friday	28-06-16 5:18	19-11-16 15:32	19-Nov-16	28-06-16 5:18	2799	ActivehoursOS	45	osgcoun	BestOSEver!	10161	28-06-16 13:32	830.7147011	5	5	1	5
XUL7TT	Saturday	28-06-16 5:18	14-08-16 20:11	14-Aug-16	28-06-16 5:18	2799	ActivehoursOS	12	osgcoun	BestOSEver!	7277	28-06-16 13:32	948.863965	6	6	1	6
XUL7TT	Saturday	28-06-16 5:18	19-02-17 11:15	19-Feb-17	28-06-16 5:18	2799	ActivehoursOS	15	jsqjfsp	BestOSEver!	13750	10-01-17 11:10	315.383743	6	6	1	6
XUL7TT	Saturday	28-06-16 5:18	29-01-17 11:34	29-Jan-17	28-06-16 5:18	2799	ActivehoursOS	19	jsqjfsp	BestOSEver!	12846	10-01-17 11:10	321.9417524	6	6	1	6
XUL7TT	Saturday	28-06-16 5:18	14-08-16 20:11	14-Aug-16	28-06-16 5:18	2799	ActivehoursOS	23	osgcoun	BestOSEver!	7277	28-06-16 13:32	948.863965	6	6	1	6
XUL7TT	Saturday	28-06-16 5:18	29-01-17 11:34	29-Jan-17	28-06-16 5:18	2799	ActivehoursOS	29	jsqjfsp	BestOSEver!	12846	10-01-17 11:10	321.9417524	6	6	1	6
D8IC8B	Sunday	08-10-13 11:56	23-02-15 23:17	23-Feb-15	03-11-14 5:10	692	Amazon Fire	81	qfxhitr	Fire1	678	03-11-14 14:02	995.5640228	0	0	1	0
D8IC8B	Sunday	08-10-13 11:56	23-02-15 23:17	23-Feb-15	03-11-14 5:10	692	Amazon Fire	81	dunnniu	Fire1	678	18-12-16 2:27	995.5640228	0	0	1	0
D8IC8B	Sunday	08-10-13 11:56	01-08-16 14:43	01-Aug-16	03-11-14 5:10	692	Amazon Fire	91	qfxhitr	Fire1	6941	03-11-14 14:02	1018.730057	0	0	1	0
D8IC8B	Sunday	08-10-13 11:56	01-08-16 14:43	01-Aug-16	03-11-14 5:10	692	Amazon Fire	91	dunnniu	Fire1	6941	18-12-16 2:27	1018.730057	0	0	1	0
D8IC8B	Sunday	08-10-13 11:56	01-08-16 14:43	01-Aug-16	03-11-14 5:10	692	Amazon Fire	92	qfxhitr	Fire1	6941	03-11-14 14:02	1018.730057	0	0	1	0
D8IC8B	Sunday	08-10-13 11:56	01-08-16 14:43	01-Aug-16	03-11-14 5:10	692	Amazon Fire	92	dunnniu	Fire1	6941	18-12-16 2:27	1018.730057	0	0	1	0
D8IC8B	Sunday	14-08-16 8:36	09-01-17 15:28	09-Jan-17	14-08-16 8:36	1381	Amazon Fire	92	nlefssc	Fire1	12053	18-06-16 14:10	776.4665861	0	0	1	0
